Key,german
DFMythShadesDesc,"Super seltene Farbtöne, die die Chancen auf bessere Beute und mehr Questbelohnungen erhöhen."
DFresourceHollowPointTip,Hohle Spitze
HollowPointTipDesc,"Diese Geschossspitzen wurden ausgehöhlt, um den Schaden zu maximieren."
DFresourceAPTip,Panzerbrechende Spitze
APTipDesc,"Diese Geschossspitzen haben einen massiven Eisenkern, um die Penetration zu maximieren."
DFammo9mmHP,9-mm-Hohlspitzgeschoss
9mmBulletHPDesc,"Bei diesen Geschossen wurden die Spitzen ausgehöhlt, um den Aufprallschaden zu maximieren."
DFammo44MagnumHP,".44 Magnum-Hohlspitzgeschoß"
44MagBulletHPDesc,"Bei diesen Geschossen wurden die Spitzen ausgehöhlt, um den Aufprallschaden zu maximieren."
DFammo762HP,"7,62-mm-Hohlspitzgeschoss"
762mmBulletHPDesc,"Bei diesen Geschossen wurden die Spitzen ausgehöhlt, um den Aufprallschaden zu maximieren."
DF44MagCoilroundHP,.44 Magnum-Hohlspitze Coilround
44MagCoilroundHPDesc,"Bei diesen Geschossen wurden die Spitzen ausgehöhlt und bei der Herstellung wird kein Schießpulver verwendet, ansonsten sind sie identisch mit 44 Magnum-Hohlspitzgeschossen."
DF762mmCoilroundHP,7.62mm Hohlspitze Coilround
762mmCoilroundHPDesc,"Bei diesen Geschossen wurden die Spitzen ausgehöhlt, und bei der Herstellung wird kein Schießpulver verwendet. Ansonsten sind sie identisch mit 7,62er Hohlspitzgeschossen."
modGunMeleeFeelTheHeat,"Die Hitze spüren"
modGunMeleeFlammableOil,"Entflammbares Öl Mod"
modGunMeleeLiquidNitrogen,"Flüssigstickstoff-Mod"
modGunMeleeNiCdBattery,NiCd-Akku Mod
modArmorStoragePocket,Tasche Mod
modArmorDoubleStoragePocket,Double Pocket Mod
modArmorTripleStoragePocket,Dreifach-Taschen-Mod
DFVehicleWorkstation,Mechaniker-Arbeitsplatz
DFVehicleWorkstationDesc,"Ermöglicht das Herstellen von fortgeschrittenen Fahrzeugen, Fahrzeugmods und modifizierten Fahrzeugen. Einzigartig für den Meistermechaniker."
vehiclemoddedPlaceableGroupDesc,"Dieses Fahrzeug ist in irgendeiner Weise modifiziert. Es kann mit der sekundären Aktion wie ein Block in der Welt platziert werden."
DFantirad,Anti-Strahlungs-Pillen
antiradDesc,"Anti-Strahlen-Pillen heilen die meisten Strahlungen und haben die Chance, vor ihnen zu schützen."
buffAntiradName,Anti-Strahlen-Medikamente
buffAntiradDesc,"Solange das Strahlenschutzmittel in Ihrem Körper ist, sind Sie vorübergehend gegen weitere Strahlenwirkungen immun, als ob Sie einen Schutzanzug tragen würden."
buffAntiradTooltip,"Sie sind vorübergehend immun gegen weitere Strahlung."
buffSterileBandageName,AOE-Heilungs-Buff
buffSterileBandageDesc,Du wurdest von einem anderen Spieler geheilt.
buffSterileBandageTooltip,Du wurdest von einem anderen Spieler geheilt.
buffAnimalPoison1Name,Tiergift
buffAnimalPoison1Desc,"Ein giftiges Tier hat Sie schon einmal gebissen. Blutentnahmekits können Sie vielleicht heilen, aber das Sanitäterset wird Sie garantiert heilen."
buffAnimalPoison1Tooltip,Sie sind von einem Tier vergiftet worden.
DFSupplyCrateDead,Vorratskiste
DFSupplyCrateDeadLoot,Vorratskiste
DFVehicleModArmor,Fahrzeug-Mod: Panzerung
DFVehicleModStorage,Fahrzeug Mod: Erweitertes Lager
DFVehicleModStorageDesc,"Erhöht die Speicherkapazität des Fahrzeugs auf das nächsthöhere Fahrzeug in der Liste (ca. 10 Slots)."
DFVehicleModTurbo,Fahrzeug Mod: Motor Turbo
DFVehicleModFuelStorage,Fahrzeug Mod: Kraftstoffspeicher
DFVehicleModFuelStorageDesc,"Erhöht die Kraftstoffkapazität des Fahrzeugs um 50%."
DFVehicleModEco,Fahrzeug Mod: Wirtschaftlichkeit des Motors
playerSciFiDoubleDoor,"SciFi-Doppeltür"
playerSciFiDoor,"SciFi Einzeltür"
scifiDoorGroupDesc,"Halte [aktivieren] gedrückt, um es zu sperren oder eine Kombination einzustellen. Reparieren mit geschmiedetem Titan und einem Titan-Klauenhammer mit der sekundären Aktion."
modGunMagazineExtenderAdv,Advanced Magazine Extender
modGunMagazineExtenderAdvDesc,"Erhöht die Magazinkapazität um 100%."
modXPNerf,XP-Reduktion im Bergbau
modXPNerfDesc,"Verringert die durch Bergbau gewonnenen EP um 50%. Nützlich für Spieler, die ihre Spielphase kontrollieren wollen."
modGunMeleeShredderAmmo,Panzershredder-Munition
DFzombieBuisnesswoman,"Zombie-Geschäftsfrau"
DFzombieBuisnesswomanFeral,"Wilde Zombie-Geschäftsfrau"
DFzombieMaleStripper,Zombie-Stripper
DFzombieMaleStripperFeral,Wilde Zombie-Stripper
DFzombieBadGirl,Skater Punk Zombie
DFzombieBadGirlFeral,Wilder Skater Punk
DFzombieBikerFemale,Zombie-Biker
DFzombieBikerFemaleFeral,Wilder Zombie-Biker
DFzombieDoctorMale,Ehemaliger Arzt
DFzombieDoctorFemale,Ehemaliger Arzt
DFzombieDoctorMaleFeral,Verwilderter ehemaliger Arzt
DFzombieDoctorFemaleFeral,Verwilderter ehemaliger Arzt
DFzombieChildFemale,"Verstorbenes Mädchen"
DFzombieChildFemale2,Nuttig Teen
DFzombieChildFemaleFeral,"Verwildertes verstorbenes Mädchen"
DFzombieChildFemaleFeral2,Wilde Tarty Teen
DFzombieChildMale,Junger Fan
DFzombieChildMale2,Eiterndes Kind
DFzombieChildMale3,Tough Teen
DFzombieChildMaleFeral,Wilder junger Fan
DFzombieChildMaleFeral2,Verwilderter Festering Kid
DFzombieChildMaleFeral3,"Wildes, hartes Teenie"
zombieBehemothFemale,Zombie Behemoth
zombieBehemothRadiatedFemale,Gestrahltes Ungeheuer
DFzombieBehemoth,Zombie Behemoth
DFzombieBehemothRadiated,Gestrahltes Ungeheuer
DFzombieBob,"Zombie-Händler Bob"
DFzombieJoel,"Zombie-Händler Joel"
DFzombieJimmy,"Zombie-Händler Jimmy"
DFzombieHugh,"Zombie-Händler Hugh"
DFzombieRekt,"Zombie-Händler Rekt"
DFzombieGuardMale,"Zombie-Wächter"
DFzombieGuardMale2,"Zombie-Wächter"
DFzombieGuardMale3,"Zombie-Wächter"
DFzombieGuardMale4,"Zombie-Wächter"
DFzombieGuardMale5,"Zombie-Wächter"
DFzombieGuardFemale,"Zombie-Wächter"
DFzombieGuardFemale2,"Zombie-Wächter"
DFzombieGuardFemale3,"Zombie-Wächter"
DFzombieGuardFemale4,"Zombie-Wächter"
DFzombieGuardFemale5,"Zombie-Wächter"
DFnpcTraderCaitlin,"Händlerin Caitlin"
DFnpcGuardCaptain,White River Scout
DFnpcMaleGuard1,Trader Guard
DFnpcMaleGuard2,Trader Guard
DFnpcMaleGuard3,Trader Guard
DFnpcMaleGuard4,Trader Guard
DFnpcMaleGuard5,Trader Guard
DFnpcFemaleGuard1,Trader Guard
DFnpcFemaleGuard2,Trader Guard
DFnpcFemaleGuard3,Trader Guard
DFnpcFemaleGuard4,Trader Guard
DFnpcFemaleGuard5,Trader Guard
zombieArlene,"Stinkendes Mädchen"
zombieArleneFeral,"Verwildertes, verdorbenes Mädchen"
zombieBiker,Zombie-Biker
zombieBoe,"Infizierter Überlebender"
zombieBoeFeral,"Verwilderter infizierter Überlebender"
zombieBurnt,Brandopfer
zombieBusinessMan,"Zombie-Geschäftsmann"
zombieBusinessManFeral,"Verwilderter Zombie-Geschäftsmann"
zombieDarlene,Verwesende Mutter
zombieDarleneFeral,Wilde Mutter
zombieFarmer,Zombie-Bauer
zombieFarmerFeral,Wilder Zombie-Bauer
zombieFatCop,Infizierter Polizist
zombieFatCopFeral,Wilder Polizist
zombieFatCopRadiated,Bestrahlter Polizist
zombieFatHawaiian,"Gestörter Tourist"
zombieFatHawaiianFeral,Wilder Tourist
zombieFemaleFat,Hungriger Zombie
zombieFemaleFatFeral,Wilder hungriger Zombie
zombieJoe,Verfaulender Kadaver
zombieJoeFeral,Wilder Kadaver
zombieMaleHazmat,"Gefährliche Arbeiter"
zombieMarlene,Verstorbene Frau
zombieMarleneFeral,Wilde Frau
zombieMoe,"Blässlicher Wanderer"
zombieMoeFeral,Wilder aufgedunsener Wanderer
zombieNurse,Geplagte Krankenschwester
zombieNurseFeral,Wilde Krankenschwester
zombieScreamer,Schreihals Zombie
zombieScreamerFeral,Wilder Schreihals
zombieSkateboarder,Skater Punk Zombie
zombieSkateboarderFeral,Wilder Skater-Zombie
zombieSnow,"Gefrorener Holzfäller"
zombieSnowFeral,"Wilder gefrorener Holzfäller"
zombieSoldier,Gefallener Soldat
zombieSoldierFeral,Wilder Soldat
zombieSpider,Spinne Zombie
zombieSpiderFeral,Wilde Spinne Zombie
zombieSteve,Wiederbelebte Leiche
zombieSteveCrawler,Raupenfahrzeug
zombieSteveCrawlerFeral,Wildes Raupenfahrzeug
zombieSteveFeral,Wilde Leiche
zombieStripper,Zombie-Stripper
zombieStripperFeral,Wilde Stripperin
zombieUtilityWorker,Versorgungsarbeiter Zombie
zombieUtilityWorkerFeral,Verwilderter Versorgungsdienstleister
zombieWightFeral,Wilde Wight
zombieYo,Verrottende Karkasse
zombieYoFeral,Wilde Kadaver
zombieBurntFeral,Wildes Brandopfer
zombieBoeRadiatedWeak,"Verfallender, verstrahlter, infizierter Überlebender"
zombieFemaleFatRadiatedWeak,Verwesender strahlender hungriger Zombie
zombieJoeRadiatedWeak,Verwesende verstrahlte Leiche
zombieMoeRadiatedWeak,"Verwesender Strahlenförmiger Aufgedunsener Wanderer"
zombieArleneRadiatedWeak,"Verwesendes, strahlendes, fauliges Mädchen"
zombieDarleneRadiatedWeak,Verfallende Strahlenmutter
zombieMarleneRadiatedWeak,Verwesende Strahlenfrau
zombieYoRadiatedWeak,Verwesende gestrahlte Karkasse
zombieSteveRadiatedWeak,Verwesende verstrahlte Leiche
zombieSoldierRadiatedWeak,Abgestrahlter Soldat
zombieSkateboarderRadiatedWeak,Verwesender strahlender Skater-Zombie
zombieOldTimerRadiatedWeak,Verwesender strahlender Zombie-Cowboy
zombieBikerRadiatedWeak,Verwesende verstrahlte Zombie-Biker
zombieFemaleFatBomber,Bombenleger Hungriger Zombie
zombieMoeBomber,Bomber Bloated Walker
zombieFatCopBomber,Bombenleger-Polizist
zombieFatHawaiianBomber,Bomber Tourist
zombieArleneWeak,"Verwesendes, fauliges Mädchen"
zombieBikerWeak,Verwesende Zombie-Biker
zombieBoeWeak,"Fäulnisinfizierter Überlebender"
zombieBusinessManWeak,"Verwesender Zombie-Geschäftsmann"
zombieCheerleaderWeak,Verwesender Cheerleader-Zombie
zombieDarleneWeak,Verwesende Mutter
zombieFarmerWeak,Verwesender Zombie-Bauer
zombieFatHawaiianWeak,"Verwahrloster gestörter Tourist"
zombieFemaleFatWeak,Verwesender hungriger Zombie
zombieJoeWeak,Verwesende und verfaulende Leiche
zombieMaleHazmatWeak,"Verwesende gefährliche Arbeitskraft"
zombieMarleneWeak,Verwesende Verstorbene Frau
zombieMoeWeak,Verwesender aufgedunsener Wanderer
zombieNurseWeak,"Fäulnisgeplagte Krankenschwester"
zombieOldTimerWeak,Verwesender Zombie-Cowboy
zombieSkateboarderWeak,Verwesender Skater-Punk-Zombie
zombieSoldierWeak,Gefallener Soldat im Verfall
zombieSteveWeak,Verwesende wiederbelebte Leiche
zombieStripperWeak,Verwesende Zombie-Stripperin
zombieCheerleaderWeak,Verwesende Zombie-Stripperin
zombieCheerleader,Zombie-Stripper
zombieCheerleaderFeral,Wilde Stripperin
zombieCheerleaderRadiated,Gestrahlter Abstreifer
zombieCheerleaderDemon,"Dämonischer Stripper"
zombieCheerleaderBM,Zombie-Stripper
zombieCheerleaderFeralBM,Wilde Stripperin
zombieCheerleaderRadiatedBM,Gestrahlter Abstreifer
zombieOldTimerWeak,Verwesende Zombie-Stripperin
zombieOldTimer,Zombie-Stripper
zombieOldTimerRadiatedWeak,Zerfallende Strahlungsabstreifer
zombieOldTimerFeral,Wilde Stripperin
zombieOldTimerRadiated,Gestrahlter Abstreifer
zombieOldTimerDemon,"Dämonischer Stripper"
zombieOldTimerBM,Zombie-Stripper
zombieOldTimerRadiatedWeakBM,Zerfallende Strahlungsabstreifer
zombieOldTimerFeralBM,Wilde Stripperin
zombieOldTimerRadiatedBM,Gestrahlter Abstreifer
zombieFootballPlayer,Zombie-Stripper
zombieFootballPlayerFeral,Wilde Stripperin
zombieFootballPlayerRadiated,Gestrahlter Abstreifer
zombieFootballPlayerBM,Zombie-Stripper
zombieFootballPlayerFeralBM,Wilde Stripperin
zombieFootballPlayerRadiatedBM,Gestrahlter Abstreifer
zombieUtilityWorkerWeak,Verwesender Versorgungsarbeiter-Zombie
zombieYoWeak,"Fäulnis Fäulnis Kadaver"
DFzombieBuisnesswomanWeak,"Verwesende Zombie-Geschäftsfrau"
DFzombieMaleStripperWeak,Verwesende Zombie-Stripperin
DFzombieBadGirlWeak,Verwesender Skater-Punk-Zombie
DFzombieBikerFemaleWeak,Verwesende Zombie-Biker
DFzombieDoctorMaleWeak,Verwesender ehemaliger Arzt
DFzombieDoctorFemaleWeak,Verwesender ehemaliger Arzt
DFzombieChildFemaleWeak,"Verwesendes verstorbenes Mädchen"
DFzombieChildFemale2Weak,Verwesende Tarty Teen
DFzombieChildMaleWeak,Verwesender junger Fan
DFzombieChildMale2Weak,"Verwesendes, eiterndes Kind"
DFzombieChildMale3Weak,Zerfallende Tough Teen
zombieBoeRadiated,"Bestrahlter infizierter Überlebender"
zombieFemaleFatRadiated,Ausgestrahlter hungriger Zombie
zombieJoeRadiated,Bestrahlter Kadaver
zombieMoeRadiated,"Strahlender aufgeblähter Wanderer"
zombieArleneRadiated,"Ausgestrahltes verdorbenes Mädchen"
zombieDarleneRadiated,Strahlende Mutter
zombieMarleneRadiated,Bestrahlte Frau
zombieYoRadiated,Abgestrahlte Karkasse
zombieSteveRadiated,Bestrahlte Leiche
zombieSoldierRadiated,Bestrahlter Soldat
zombieSkateboarderRadiated,Gestrahlter Skater-Zombie
zombieSkateboarderFemale,Skater Punk Zombie
zombieSkateboarderFeralFemale,Wilder Skater-Zombie
zombieSkateboarderRadiatedFemale,Gestrahlter Skater-Zombie
zombieOldTimerRadiated,Gestrahlter Zombie-Cowboy
zombieBikerRadiated,Gestrahlter Zombie-Biker
legendaryZombieBiker,"Zäher Zombie-Biker"
legendaryZombieLab,Tough Lab Zombie
zombieBusinessManLegendary,Tough Zombie Business Man
zombieUtilityWorkerLegendary,Tough Zombie Utility Worker
zombieCheerleaderRadiated,Ausgestrahlte Zombie-Cheerleaderin
zombieFatHawaiianRadiated,"Gestrahlter gestörter Tourist"
zombieMaleHazmatRadiated,"Strahlengefährdeter Arbeitnehmer"
zombieFarmerRadiated,Bestrahlter Zombie-Bauer
zombieNurseRadiated,Verstrahlte Krankenschwester
zombieSpiderRadiated,Gestrahlte Spinne Zombie
zombieWightDemon,"Dämonische Macht"
zombieBoeDemon,"Dämonisch infizierter Überlebender"
zombieFemaleFatDemon,"Dämonischer hungriger Zombie"
zombieJoeDemon,"Dämonischer Kadaver"
zombieMoeDemon,"Dämonischer aufgedunsener Wanderer"
zombieArleneDemon,"Dämonisches Faulenzermädchen"
zombieLabDemon,"Dämonischer Labortechniker"
zombieDarleneDemon,"Dämonische Mutter"
zombieMarleneDemon,"Dämonische Verstorbene Frau"
zombieYoDemon,"Dämonischer verrottender Kadaver"
zombieSteveDemon,"Dämonische wiederbelebte Leiche"
zombieSoldierDemon,"Dämonischer Soldat"
zombieSkateboarderDemon,"Dämonischer Skater"
zombieOldTimerDemon,"Dämonischer Cowboy"
zombieBikerDemon,"Dämonischer Biker"
zombieBusinessManDemon,"Dämonischer Geschäftsmann"
zombieSpiderDemon,"Dämonische Spinne"
zombieCheerleaderDemon,"Dämonische Cheerleaderin"
zombieFarmerDemon,"Dämonischer Landwirt"
zombieFatHawaiianDemon,"Dämonisch gestörter Tourist"
zombieFatCopDemon,"Dämonischer Polizist"
zombieMaleHazmatDemon,"Dämonischer gefährlicher Arbeiter"
zombieNurseDemon,"Dämonengeplagte Krankenschwester"
zombieStripperDemon,"Dämonischer Stripper"
zombieUtilityWorkerDemon,"Dämonischer Hilfsarbeiter"
zombieNurseBoss,Mutierte Krankenschwester
zombieSoldierBoss,Mutierter Soldat
zombieFootballPlayerBoss,Mutierter Team Z Spieler
zombieMoeBoss,Mutierter aufgedunsener Wanderer
zombieWightBoss,Mutierte Wight
zombieFatCopBoss,Mutierter Polizist
DFNightStalker,Night Stalker
DFNightStalkerBoss,Mutierter Stalker
DemonBehemoth,"Dämonischer Behemoth"
zombieLab,Labortechniker
zombieLabFeral,"Labortechniker für Wildtiere"
zombieLabRadiated,Strahlungslaborant
zombieWightRadiated,Gestrahlte Wight
zombieMaleHazmatFeral,Feral Hazardous Worker
zombieBusinessManRadiated,"Gestrahlter Zombie-Geschäftsmann"
animalZombieBear,"Zombie-Bär"
animalBigSnake,Klapperschlange
animalHellwolf,"Höllenwolf"
animalBoarFemale,Wildschwein
animalCow,Kuh
animalBull,Kuh
animalFarmCow,Kuh (weiblich)
animalFarmCowMale,"Kuh (männlich)"
animalFarmChickenFemale,Huhn (zahm)
animalSheep,Schafe
animalSheepMale,Schafe
animalFarmSheep,Schaf (weiblich)
animalFarmSheepMale,"Schaf (männlich)"
animalGoat,Ziege
animalGoatFemale,Ziege
animalFarmGoat,Ziege (weiblich)
animalFarmGoatMale,"Ziege (männlich)"
animalFarmBoar,Wildschwein (weiblich)
animalFarmBoarMale,"Wildschwein (männlich)"
animalWolfTame,Wolf (Weiblich)
animalWolfTameMale,"Wolf (männlich)"
animalAny,Jedes Tier
animalBoarWild,Wildschwein
animalHornet,Hornisse
zombieArleneBM,"Stinkendes Mädchen"
zombieArleneFeralBM,"Wildes, verdorbenes Mädchen"
zombieBehemoth,Zombie Behemoth
zombieSteveBM,Wiederbelebte Leiche
zombieSteveCrawler,Raupenfahrzeug
zombieSteveCrawlerFeral,Wildes Raupenfahrzeug
animalZombieDogRad,Gestrahlter Zombie-Hund
zombieBusinessWoman,"Zombie-Geschäftsfrau"
zombieBusinessWomanFeral,"Wilde Geschäftsfrau"
zombieBusinessWomanRadiated,"Ausgestrahlte Geschäftsfrau"
zombieBusinessWomanLegendary,"Tough Zombie Geschäftsfrau"
zombieBusinessWomanWeak,"Verwesende Zombie-Geschäftsfrau"
zombieBusinessWomanDemon,"Dämonische Geschäftsfrau"
zombiePartyGirlDemon,"Dämonisches Partygirl"
zombiePartyGirlWeak,Verwesendes Party Girl
zombiePrepper,Gescheiterter Prepper
zombiePrepperFeral,Wilder Prepper
zombiePrepperRadiated,Strahlender Prepper
DFelectricfencepostTitanium,Elektrischer Zaunpfahl aus Titan
DFnpcRazor,Rasiermesser
DFnpcDoctorAnna,Doktor Anna
DFFemaleSurvivor1Club,"Überlebender"
DFFemaleSurvivor1Bat,"Überlebender"
DFFemaleSurvivor1BatBarbed,"Überlebender"
DFFemaleSurvivor1BatChain,"Überlebender"
DFFemaleSurvivor1Knife,"Überlebender"
DFFemaleSurvivor1Machete,"Überlebender"
DFFemaleSurvivor2Club,"Überlebender"
DFFemaleSurvivor2Bat,"Überlebender"
DFFemaleSurvivor2BatBarbed,"Überlebender"
DFFemaleSurvivor2BatChain,"Überlebender"
DFFemaleSurvivor2Knife,"Überlebender"
DFFemaleSurvivor2Machete,"Überlebender"
DFFemaleSurvivor3Club,"Überlebender"
DFFemaleSurvivor3Bat,"Überlebender"
DFFemaleSurvivor3BatBarbed,"Überlebender"
DFFemaleSurvivor3BatChain,"Überlebender"
DFFemaleSurvivor3Knife,"Überlebender"
DFFemaleSurvivor3Machete,"Überlebender"
DFFemaleSurvivor4Club,"Überlebender"
DFFemaleSurvivor4Bat,"Überlebender"
DFFemaleSurvivor4BatBarbed,"Überlebender"
DFFemaleSurvivor4BatChain,"Überlebender"
DFFemaleSurvivor4Knife,"Überlebender"
DFFemaleSurvivor4Machete,"Überlebender"
DFMaleSurvivor1Club,"Überlebender"
DFMaleSurvivor1Bat,"Überlebender"
DFMaleSurvivor1BatBarbed,"Überlebender"
DFMaleSurvivor1BatChain,"Überlebender"
DFMaleSurvivor1Knife,"Überlebender"
DFMaleSurvivor1Machete,"Überlebender"
DFMaleSurvivor2Club,"Überlebender"
DFMaleSurvivor2Bat,"Überlebender"
DFMaleSurvivor2BatBarbed,"Überlebender"
DFMaleSurvivor2BatChain,"Überlebender"
DFMaleSurvivor2Knife,"Überlebender"
DFMaleSurvivor2Machete,"Überlebender"
DFMaleSurvivor3Club,"Überlebender"
DFMaleSurvivor3Bat,"Überlebender"
DFMaleSurvivor3BatBarbed,"Überlebender"
DFMaleSurvivor3BatChain,"Überlebender"
DFMaleSurvivor3Knife,"Überlebender"
DFMaleSurvivor3Machete,"Überlebender"
DFMaleSurvivor4Club,"Überlebender"
DFMaleSurvivor4Bat,"Überlebender"
DFMaleSurvivor4BatBarbed,"Überlebender"
DFMaleSurvivor4BatChain,"Überlebender"
DFMaleSurvivor4Knife,"Überlebender"
DFMaleSurvivor4Machete,"Überlebender"
DFFemaleBandit1Club,Bandit
DFFemaleBandit1Bat,Bandit
DFFemaleBandit1BatBarbed,Bandit
DFFemaleBandit1BatChain,Bandit
DFFemaleBandit1Knife,Bandit
DFFemaleBandit1Machete,Bandit
DFFemaleBandit2Club,Bandit
DFFemaleBandit2Bat,Bandit
DFFemaleBandit2BatBarbed,Bandit
DFFemaleBandit2BatChain,Bandit
DFFemaleBandit2Knife,Bandit
DFFemaleBandit2Machete,Bandit
DFFemaleBandit3Club,Bandit
DFFemaleBandit3Bat,Bandit
DFFemaleBandit3BatBarbed,Bandit
DFFemaleBandit3BatChain,Bandit
DFFemaleBandit3Knife,Bandit
DFFemaleBandit3Machete,Bandit
DFFemaleBandit4Club,Bandit
DFFemaleBandit4Bat,Bandit
DFFemaleBandit4BatBarbed,Bandit
DFFemaleBandit4BatChain,Bandit
DFFemaleBandit4Knife,Bandit
DFFemaleBandit4Machete,Bandit
DFMaleBandit1Club,Bandit
DFMaleBandit1Bat,Bandit
DFMaleBandit1BatBarbed,Bandit
DFMaleBandit1BatChain,Bandit
DFMaleBandit1Knife,Bandit
DFMaleBandit1Machete,Bandit
DFMaleBandit2Club,Bandit
DFMaleBandit2Bat,Bandit
DFMaleBandit2BatBarbed,Bandit
DFMaleBandit2BatChain,Bandit
DFMaleBandit2Knife,Bandit
DFMaleBandit2Machete,Bandit
DFMaleBandit3Club,Bandit
DFMaleBandit3Bat,Bandit
DFMaleBandit3BatBarbed,Bandit
DFMaleBandit3BatChain,Bandit
DFMaleBandit3Knife,Bandit
DFMaleBandit3Machete,Bandit
DFMaleBandit4Club,Bandit
DFMaleBandit4Bat,Bandit
DFMaleBandit4BatBarbed,Bandit
DFMaleBandit4BatChain,Bandit
DFMaleBandit4Knife,Bandit
DFMaleBandit4Machete,Bandit
wanderingTrader,"Wandernder Händler"
SeasonedSurvivor,"Erfahrener Überlebenskünstler"
zombieDemolition,Demolierer Zombie
zombieDemolitionMutated,Mutierter Demolierer-Zombie
animalZombieBearDemon,Hellbear
animalZombieVultureDemon,Hellpidgeon
DFzombieTitan,Zombie-Titan
DFzombieTitanRadiated,Gestrahlter Titan
zombieCheerleaderDemon,"Dämonischer Stripper"
zombieCheerleaderRadiated,Gestrahlter Abstreifer
zombieDoctorFemale,Infizierter Arzt
zombieDoctorFemaleFeral,Wilder infizierter Arzt
zombieDoctorFemaleRadiated,Bestrahlter Arzt
zombieDoctorMale,Infizierter Arzt
zombieDoctorMaleFeral,Wilder infizierter Arzt
zombieDoctorMaleRadiated,Bestrahlter Arzt
zombieLabMale,Zombie-Forscher
zombieLabMaleFeral,Wildnisforscher
zombieLabMaleRadiated,Ausgestrahlter Forscher
zombieFootballPlayerBoss,Mutierte Stripperin
zombieGangstaFemale,Ehemaliger Gangster
zombieGangstaFeralFemale,Wilde Gangster
zombieGangstaRadiatedFemale,Strahlender Gangster
zombieGangstaMale,Ehemaliger Gangster
zombieGangstaFeralMale,Wilde Gangster
zombieGangstaRadiatedMale,Ehemaliger Gangster
zombieJanitorWeak,Verwahrloster Hausmeister
zombieJanitorRadiatedWeak,Verrottender strahlender Hausmeister
zombieJanitorRadiated,Strahlender Hausmeister
zombieJanitorDemon,Wilder Hausmeister
zombieLabLegendary,Tough Labor Techniker
EntityLootContainerDemo,Abgeworfene Beute
EntityLootContainerBikerFeral,Abgeworfene Beute
EntityLootContainerBusinessManFeral,Abgeworfene Beute
EntityLootContainerBusinessManFeralRad,Abgeworfene Beute
EntityLootContainerBusinessManDemon,Abgeworfene Beute
EntityLootContainerBikerRadiated,Abgeworfene Beute
EntityLootContainerMoeFeral,Abgeworfene Beute
EntityLootContainerMoeFeralRad,Abgeworfene Beute
EntityLootContainerCopRegular,Abgeworfene Beute
EntityLootContainerCopRad,Abgeworfene Beute
EntityLootContainerCopFeral,Abgeworfene Beute
EntityLootContainerCopRadFeral,Abgeworfene Beute
EntityLootContainerNurseRegular,Abgeworfene Beute
EntityLootContainerNurseRad,Abgeworfene Beute
EntityLootContainerNurseFeral,Abgeworfene Beute
EntityLootContainerNurseRadFeral,Abgeworfene Beute
EntityLootContainerHawaiianRegular,Abgeworfene Beute
EntityLootContainerWightRegular,Abgeworfene Beute
EntityLootContainerHazmatRegular,Abgeworfene Beute
EntityLootContainerHazmatRad,Abgeworfene Beute
EntityLootContainerHazmatFeral,Abgeworfene Beute
EntityLootContainerHazmatRadFeral,Abgeworfene Beute
EntityLootContainerSnowRegular,Abgeworfene Beute
EntityLootContainerSnowRad,Abgeworfene Beute
EntityLootContainerSnowFeral,Abgeworfene Beute
EntityLootContainerSnowRadFeral,Abgeworfene Beute
EntityLootContainerSoldierRegular,Abgeworfene Beute
EntityLootContainerSoldierRad,Abgeworfene Beute
EntityLootContainerStripperFeral,Abgeworfene Beute
EntityLootContainerStripperRadiated,Abgeworfene Beute
EntityLootContainerHawaiianFeral,Abgeworfene Beute
EntityLootContainerHawaiianRadiated,Abgeworfene Beute
EntityLootContainerStripperDemon,Abgeworfene Beute
EntityLootContainerSkateboarderFeral,Abgeworfene Beute
EntityLootContainerSkateboarderFeralRad,Abgeworfene Beute
EntityLootContainerSkateboarderRad,Abgeworfene Beute
EntityLootContainerUtilityWorkerFeral,Abgeworfene Beute
EntityLootContainerUtilityWorkerRadiated,Abgeworfene Beute
EntityLootContainerUtilityWorkerDemon,Abgeworfene Beute
EntityLootContainerLabRegular,Abgeworfene Beute
EntityLootContainerLabFeral,Abgeworfene Beute
EntityLootContainerLabFeralRad,Abgeworfene Beute
EntityLootContainerHawaiianRadiated,Abgeworfene Beute
EntityLootContainerDemoMutated,Abgeworfene Beute
EntityLootContainerPrepperRegular,Abgeworfene Beute
EntityLootContainerPrepperRad,Abgeworfene Beute
EntityLootContainerPrepperFeral,Abgeworfene Beute
EntityLootContainerPrepperFeralRad,Abgeworfene Beute
EntityLootContainerPrepperDemon,Abgeworfene Beute
EntityLootContainerSoldierFeral,Abgeworfene Beute
EntityLootContainerSoldierRadFeral,Abgeworfene Beute
EntityLootContainerUtilityWorkerRegular,Abgeworfene Beute
EntityLootContainerFootballPlayerRegular,Abgeworfene Beute
EntityLootContainerCheerleaderRegular,Abgeworfene Beute
EntityLootContainerSkateboarderRegular,Abgeworfene Beute
EntityLootContainerCowboyRegular,Abgeworfene Beute
EntityLootContainerCowboyRad,Abgeworfene Beute
EntityLootContainerCowboyFeral,Abgeworfene Beute
EntityLootContainerCowboyRadFeral,Abgeworfene Beute
EntityLootContainerBikerRegular,Abgeworfene Beute
EntityLootContainerStripperRegular,Abgeworfene Beute
EntityLootContainerFarmerRegular,Abgeworfene Beute
